service_id,date,exception_type
0102030405,20121225,2
0102030405,20121226,2
0102030405,20130101,2
0102030405,20130102,2
0102030405,20130329,2
0102030405,20130520,2
0102030405,20130624,2
0102030405,20130701,2
0102030405,20130902,2
0102030405,20131014,2
0102030405,20131225,2
0102030405,20131226,2
07,20121225,1
08,20121226,1
07,20130101,1
08,20130102,1
08,20130329,1
07,20130520,1
07,20130624,1
07,20130701,1
07,20130902,1
07,20131014,1
07,20131225,1
08,20131226,1
