shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1_8,45.3959228309534,-73.9654246607855,11
1_8,45.3980041662096,-73.9625550884482,12
1_8,45.401727690001,-73.9585617668454,13
1_8,45.4057484751933,-73.9544553355197,14
1_8,45.4067075732295,-73.9531344480273,15
1_8,45.4076060412765,-73.9512126079595,16
1_8,45.4090312947779,-73.9457433463724,17
1_8,45.4162254785036,-73.9257401551353,18
1_8,45.4199073950824,-73.9155583909618,19
1_8,45.4244980918277,-73.9025960306329,20
1_8,45.4255846592172,-73.8981055300739,21
1_8,45.4273946742413,-73.8872557173005,22
1_8,45.4316673516423,-73.8602543525269,23
1_8,45.4349736654937,-73.847391976023,24
1_8,45.4404595797778,-73.8271399679248,25
1_8,45.442414831553,-73.8198778299671,26
1_8,45.4437147127574,-73.8151681984421,27
1_8,45.4472468978668,-73.8034394320935,28
1_8,45.4486558862315,-73.7980392478731,29
1_8,45.4494688562197,-73.7933644257034,30
1_8,45.4497451835371,-73.7908728809287,31
1_8,45.4499407936433,-73.7882530550694,32
1_8,45.4495938997837,-73.7642548484703,33
1_8,45.4491999376701,-73.7431076525197,34
1_8,45.4486782577965,-73.7113237489741,35
1_8,45.4486231578361,-73.7070152529351,36
1_8,45.4497758736829,-73.6910004856016,37
1_8,45.4530383149763,-73.6708108164136,38
1_8,45.4530791938149,-73.6675123451849,39
1_8,45.4510226262196,-73.6517042619738,40
1_8,45.4508920318681,-73.6483670905082,41
1_8,45.4518679260335,-73.6452117600281,42
1_8,45.4536719903492,-73.6417387653488,43
1_8,45.4737620423281,-73.6030995911778,44
1_8,45.4752401376654,-73.6004674928162,45
1_8,45.4789352670017,-73.5936947784585,46
1_8,45.4867731962734,-73.5816185093149,47
1_8,45.4895385185912,-73.5776053454072,48
1_8,45.4947620353203,-73.570805750666,49
1_9,45.4947620353203,-73.570805750666,1
1_9,45.4895385185912,-73.5776053454072,2
1_9,45.4867731962734,-73.5816185093149,3
1_9,45.4789352670017,-73.5936947784585,4
1_9,45.4752401376654,-73.6004674928162,5
1_9,45.4737620423281,-73.6030995911778,6
1_9,45.4536719903492,-73.6417387653488,7
1_9,45.4518679260335,-73.6452117600281,8
1_9,45.4508920318681,-73.6483670905082,9
1_9,45.4510226262196,-73.6517042619738,10
1_9,45.4530791938149,-73.6675123451849,11
1_9,45.4530383149763,-73.6708108164136,12
1_9,45.4497758736829,-73.6910004856016,13
1_9,45.4486231578361,-73.7070152529351,14
1_9,45.4486782577965,-73.7113237489741,15
1_9,45.4491999376701,-73.7431076525197,16
1_9,45.4495938997837,-73.7642548484703,17
1_9,45.4499407936433,-73.7882530550694,18
1_9,45.4497451835371,-73.7908728809287,19
1_9,45.4494688562197,-73.7933644257034,20
1_9,45.4486558862315,-73.7980392478731,21
1_9,45.4472468978668,-73.8034394320935,22
1_9,45.4437147127574,-73.8151681984421,23
1_9,45.442414831553,-73.8198778299671,24
1_9,45.4404595797778,-73.8271399679248,25
1_9,45.4349736654937,-73.847391976023,26
1_9,45.4316673516423,-73.8602543525269,27
1_9,45.4273946742413,-73.8872557173005,28
1_9,45.4255846592172,-73.8981055300739,29
1_9,45.4244980918277,-73.9025960306329,30
1_9,45.4199073950824,-73.9155583909618,31
1_9,45.4162254785036,-73.9257401551353,32
1_9,45.4090312947779,-73.9457433463724,33
1_9,45.4076060412765,-73.9512126079595,34
1_9,45.4067075732295,-73.9531344480273,35
1_9,45.4057484751933,-73.9544553355197,36
1_9,45.401727690001,-73.9585617668454,37
1_9,45.3980041662096,-73.9625550884482,38
1_9,45.3959228309534,-73.9654246607855,39
1_9,45.3934686146473,-73.9692360571231,40
1_9,45.3909258680365,-73.9748343586701,41
1_9,45.3890116539696,-73.980692899987,42
1_9,45.3880034867826,-73.9850263505148,43
1_9,45.3873250808923,-73.9900648658634,44
1_9,45.3870348178136,-73.9947746199046,45
1_9,45.3863907208218,-74.0082543463005,46
1_9,45.3857978287874,-74.0200230471652,47
1_9,45.3861752577178,-74.0221080447962,48
1_9,45.3989996709264,-74.0505567791293,49
2_1,45.4999926193153,-73.5666664467233,1
2_1,45.5031828845284,-73.5734779956612,2
2_1,45.5038829500093,-73.5762430031764,3
2_1,45.5100797715506,-73.6126365062944,4
2_1,45.5138896215388,-73.6343512314225,5
2_1,45.5169003007672,-73.6448157466987,6
2_1,45.5249599470795,-73.6728077522494,7
2_1,45.5286287485356,-73.685890191103,8
2_1,45.5289392838813,-73.6885797234517,9
2_1,45.528907990404,-73.6911657075008,10
2_1,45.528752394196,-73.692727071232,11
2_1,45.5283892046417,-73.6946461761046,12
2_1,45.5254321754301,-73.7030082443063,13
2_1,45.5230083856647,-73.7097712986331,14
2_1,45.5068556605325,-73.7543486940413,15
2_1,45.5044361324595,-73.7618495618951,16
2_1,45.503788386239,-73.765685576514,17
2_1,45.5026215458827,-73.775827681528,18
2_1,45.5024830392202,-73.7772857981478,19
2_1,45.5025756856399,-73.7798839324183,20
2_1,45.5034295451525,-73.7839319029124,21
2_1,45.5090871224706,-73.8091338677806,22
2_1,45.5123311874194,-73.8237037062302,23
2_1,45.5145058164712,-73.8432220861472,24
2_1,45.5149759331155,-73.845477614088,25
2_1,45.5155840522969,-73.8467228769808,26
2_1,45.5193470266457,-73.8520708934612,27
2_1,45.522016997706,-73.8557997953835,28
2_1,45.5231789646909,-73.8583033387061,29
2_1,45.5235131614417,-73.8607632902405,30
2_1,45.5234974324605,-73.8628881880326,31
2_1,45.5234138500019,-73.8693138409522,32
2_1,45.5238112966829,-73.8716206693926,33
2_1,45.5246144536435,-73.8736741892299,34
2_1,45.5364855403114,-73.8865313409222,35
2_1,45.5376121850531,-73.8886389812954,36
2_1,45.538056330686,-73.8903322348142,37
2_1,45.5405846246832,-73.9007986685646,38
2_1,45.5417716856557,-73.9035602516855,39
2_1,45.5449170123823,-73.909768081838,40
2_1,45.5459573384475,-73.9132333393944,41
2_2,45.5459573384475,-73.9132333393944,1
2_2,45.5449170123823,-73.909768081838,2
2_2,45.5417716856557,-73.9035602516855,3
2_2,45.5405846246832,-73.9007986685646,4
2_2,45.538056330686,-73.8903322348142,5
2_2,45.5376121850531,-73.8886389812954,6
2_2,45.5364855403114,-73.8865313409222,7
2_2,45.5246144536435,-73.8736741892299,8
2_2,45.5238112966829,-73.8716206693926,9
2_2,45.5234138500019,-73.8693138409522,10
2_2,45.5234974324605,-73.8628881880326,11
2_2,45.5235131614417,-73.8607632902405,12
2_2,45.5231789646909,-73.8583033387061,13
2_2,45.522016997706,-73.8557997953835,14
2_2,45.5193470266457,-73.8520708934612,15
2_2,45.5155840522969,-73.8467228769808,16
2_2,45.5149759331155,-73.845477614088,17
2_2,45.5145058164712,-73.8432220861472,18
2_2,45.5123311874194,-73.8237037062302,19
2_2,45.5090871224706,-73.8091338677806,20
2_2,45.5034295451525,-73.7839319029124,21
2_2,45.5025756856399,-73.7798839324183,22
2_2,45.5024830392202,-73.7772857981478,23
2_2,45.5026215458827,-73.775827681528,24
2_2,45.503788386239,-73.765685576514,25
2_2,45.5044361324595,-73.7618495618951,26
2_2,45.5068556605325,-73.7543486940413,27
2_2,45.5230083856647,-73.7097712986331,28
2_2,45.5254321754301,-73.7030082443063,29
2_2,45.5283892046417,-73.6946461761046,30
2_2,45.528752394196,-73.692727071232,31
2_2,45.528907990404,-73.6911657075008,32
2_2,45.5289392838813,-73.6885797234517,33
2_2,45.5286287485356,-73.685890191103,34
2_2,45.5249599470795,-73.6728077522494,35
2_2,45.5225335285663,-73.66458209916,36
2_2,45.5169003007672,-73.6448157466987,37
2_2,45.5138896215388,-73.6343512314225,38
2_2,45.5100797715506,-73.6126365062944,39
2_2,45.5038829500093,-73.5762430031764,40
2_2,45.5031828845284,-73.5734779956612,41
2_2,45.4999926193153,-73.5666664467233,42
2_3,45.4999926193153,-73.5666664467233,1
2_3,45.5031828845284,-73.5734779956612,2
2_3,45.5038829500093,-73.5762430031764,3
2_3,45.5100797715506,-73.6126365062944,4
2_3,45.5138896215388,-73.6343512314225,5
2_3,45.5169003007672,-73.6448157466987,6
2_3,45.5249599470795,-73.6728077522494,7
2_3,45.5286287485356,-73.685890191103,8
2_3,45.5289392838813,-73.6885797234517,9
2_3,45.528907990404,-73.6911657075008,10
2_3,45.528752394196,-73.692727071232,11
2_3,45.5283892046417,-73.6946461761046,12
2_3,45.5254321754301,-73.7030082443063,13
2_3,45.5230083856647,-73.7097712986331,14
2_3,45.5068556605325,-73.7543486940413,15
2_3,45.5044361324595,-73.7618495618951,16
2_3,45.503788386239,-73.765685576514,17
2_3,45.5026215458827,-73.775827681528,18
2_3,45.5024830392202,-73.7772857981478,19
2_3,45.5025756856399,-73.7798839324183,20
2_3,45.5034295451525,-73.7839319029124,21
2_3,45.5090871224706,-73.8091338677806,22
2_4,45.5090871224706,-73.8091338677806,1
2_4,45.5034295451525,-73.7839319029124,2
2_4,45.5025756856399,-73.7798839324183,3
2_4,45.5026215458827,-73.775827681528,4
2_4,45.503788386239,-73.765685576514,5
2_4,45.5044361324595,-73.7618495618951,6
2_4,45.5068556605325,-73.7543486940413,7
2_4,45.5230083856647,-73.7097712986331,8
2_4,45.5254321754301,-73.7030082443063,9
2_4,45.5283892046417,-73.6946461761046,10
2_4,45.528752394196,-73.692727071232,11
2_4,45.528907990404,-73.6911657075008,12
2_4,45.5289392838813,-73.6885797234517,13
2_4,45.5286287485356,-73.685890191103,14
2_4,45.5249599470795,-73.6728077522494,15
2_4,45.5169003007672,-73.6448157466987,16
2_4,45.5138896215388,-73.6343512314225,17
2_4,45.5100797715506,-73.6126365062944,18
2_4,45.5038829500093,-73.5762430031764,19
2_4,45.5031828845284,-73.5734779956612,20
2_4,45.4999926193153,-73.5666664467233,21
2_6,45.5230083856647,-73.7097712986331,1
2_6,45.5254321754301,-73.7030082443063,2
2_6,45.5283892046417,-73.6946461761046,3
2_6,45.528752394196,-73.692727071232,4
2_6,45.528907990404,-73.6911657075008,5
2_6,45.5289392838813,-73.6885797234517,6
2_6,45.5286287485356,-73.685890191103,7
2_6,45.5249599470795,-73.6728077522494,8
2_6,45.5169003007672,-73.6448157466987,9
2_6,45.5138896215388,-73.6343512314225,10
2_6,45.5100797715506,-73.6126365062944,11
2_6,45.5038829500093,-73.5762430031764,12
2_6,45.5031828845284,-73.5734779956612,13
2_6,45.4999926193153,-73.5666664467233,14
3_1,45.4999926193153,-73.5666664467233,1
3_1,45.4958043286858,-73.5575003457118,2
3_1,45.4952378363707,-73.556680902868,3
3_1,45.4940143956433,-73.5559759775477,4
3_1,45.4927006357525,-73.5559490876553,5
3_1,45.4870493024479,-73.5565703464641,6
3_1,45.4859788641942,-73.5558017136333,7
3_1,45.4853673848364,-73.5549440089605,8
3_1,45.4850259975711,-73.553779561928,9
3_1,45.4849456535751,-73.5523979002146,10
3_1,45.4860185481412,-73.5476528035524,11
3_1,45.4874155649124,-73.5418971246328,12
3_1,45.489955651078,-73.5343379960079,13
3_1,45.4990490034059,-73.5073574983558,14
3_1,45.5029724659943,-73.4954316359077,15
3_1,45.5036202105967,-73.4926930929668,16
3_1,45.5041958487581,-73.489365846537,17
3_1,45.5046183739221,-73.4856930535371,18
3_1,45.50832362026,-73.4307385738236,19
3_1,45.5090899827239,-73.4193090874449,20
3_1,45.512018918375,-73.3744074541639,21
3_1,45.5131493813593,-73.3563073731541,22
3_1,45.5146158660271,-73.3360681415582,23
3_1,45.5151876489314,-73.3332250352212,24
3_1,45.5187148456451,-73.3212081152329,25
3_1,45.5232970794913,-73.3059218339024,26
3_1,45.545811098443,-73.2305563976399,27
3_1,45.5473643518523,-73.225323880269,28
3_1,45.547904598137,-73.2217481707661,29
3_1,45.5481465567406,-73.2176744186719,30
3_1,45.5481211698856,-73.2075828020034,31
3_1,45.5484034867558,-73.2053913675316,32
3_1,45.5495414254083,-73.2035155854961,33
3_1,45.5738639938443,-73.1866799549675,34
3_1,45.5754229035878,-73.1842111923911,35
3_1,45.5764859667258,-73.181424763269,36
3_1,45.5771886379972,-73.1784993373486,37
3_2,45.5771886379972,-73.1784993373486,1
3_2,45.5764859667258,-73.181424763269,2
3_2,45.5754229035878,-73.1842111923911,3
3_2,45.5738639938443,-73.1866799549675,4
3_2,45.5495414254083,-73.2035155854961,5
3_2,45.5484034867558,-73.2053913675316,6
3_2,45.5481211698856,-73.2075828020034,7
3_2,45.5481465567406,-73.2176744186719,8
3_2,45.547904598137,-73.2217481707661,9
3_2,45.5473643518523,-73.225323880269,10
3_2,45.545811098443,-73.2305563976399,11
3_2,45.5232970794913,-73.3059218339024,12
3_2,45.5187148456451,-73.3212081152329,13
3_2,45.5182045511356,-73.3228865302,14
3_2,45.5151876489314,-73.3332250352212,15
3_2,45.5146158660271,-73.3360681415582,16
3_2,45.5131493813593,-73.3563073731541,17
3_2,45.512018918375,-73.3744074541639,18
3_2,45.50832362026,-73.4307385738236,19
3_2,45.5046183739221,-73.4856930535371,20
3_2,45.5041958487581,-73.489365846537,21
3_2,45.5036202105967,-73.4926930929668,22
3_2,45.5029724659943,-73.4954316359077,23
3_2,45.4990490034059,-73.5073574983558,24
3_2,45.489955651078,-73.5343379960079,25
3_2,45.4874155649124,-73.5418971246328,26
3_2,45.4860185481412,-73.5476528035524,27
3_2,45.4849456535751,-73.5523979002146,28
3_2,45.4850259975711,-73.553779561928,29
3_2,45.4853673848364,-73.5549440089605,30
3_2,45.4859788641942,-73.5558017136333,31
3_2,45.4870493024479,-73.5565703464641,32
3_2,45.4927006357525,-73.5559490876553,33
3_2,45.4940143956433,-73.5559759775477,34
3_2,45.4952378363707,-73.556680902868,35
3_2,45.4958043286858,-73.5575003457118,36
3_2,45.4999926193153,-73.5666664467233,37
4_1,45.5314844387945,-73.6237794274432,1
4_1,45.5358976476003,-73.6504342421892,2
4_1,45.5363157923464,-73.654020504936,3
4_1,45.5368602600275,-73.6572742639546,4
4_1,45.5372627390072,-73.6590423813223,5
4_1,45.5370481826374,-73.6580302394954,6
4_1,45.5402419364859,-73.6769009374472,7
4_1,45.5428534640477,-73.6923654670777,8
4_1,45.5440903869222,-73.6952253934042,9
4_1,45.5454191252322,-73.6969844374279,10
4_1,45.5493091293399,-73.7005968059575,11
4_1,45.5583286786478,-73.7088523385333,12
4_1,45.5602790272218,-73.7101020898893,13
4_1,45.5730541369988,-73.7162740692543,14
4_1,45.5809021907272,-73.7201869107315,15
4_1,45.5820432842629,-73.721062756563,16
4_1,45.6037573160032,-73.742659032281,17
4_1,45.6242821725032,-73.7630609594108,18
4_1,45.6254300538811,-73.7647463211559,19
