shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
4_1,45.6262180443184,-73.766404397785,20
4_1,45.6267266769522,-73.7682279100979,21
4_1,45.6289407872403,-73.7829232947381,22
4_1,45.6344962296449,-73.7957392105248,23
4_1,45.6362761185553,-73.7998659912036,24
4_1,45.6368995282958,-73.8023192714235,25
4_1,45.6370991189797,-73.8050909844159,26
4_1,45.6360297746069,-73.8335478331048,27
4_1,45.6356583542292,-73.843499154873,28
4_1,45.6361443389479,-73.8464522924568,29
4_1,45.6371894984854,-73.8489600094098,30
4_1,45.6383634127506,-73.8505450572827,31
4_1,45.6397911065202,-73.8515288615963,32
4_1,45.6411220666821,-73.8517809160407,33
4_1,45.6424451736339,-73.8516609139792,34
4_1,45.6437250648709,-73.850963351461,35
4_1,45.6451964247576,-73.8494459019722,36
4_1,45.6468636161185,-73.8456588056754,37
4_1,45.647868397717,-73.8436764140696,38
4_1,45.6490147317161,-73.8424902572687,39
4_1,45.6503940052267,-73.8416390488769,40
4_1,45.6517713951115,-73.8414164763699,41
4_1,45.6535692748196,-73.8420047867091,42
4_1,45.6557232169522,-73.8438784350553,43
4_1,45.672417585119,-73.8661597194296,44
4_2,45.672417585119,-73.8661597194296,1
4_2,45.6557232169522,-73.8438784350553,2
4_2,45.6535692748196,-73.8420047867091,3
4_2,45.6517713951115,-73.8414164763699,4
4_2,45.6503940052267,-73.8416390488769,5
4_2,45.6490147317161,-73.8424902572687,6
4_2,45.647868397717,-73.8436764140696,7
4_2,45.6468636161185,-73.8456588056754,8
4_2,45.6451964247576,-73.8494459019722,9
4_2,45.6437250648709,-73.850963351461,10
4_2,45.6424451736339,-73.8516609139792,11
4_2,45.6411220666821,-73.8517809160407,12
4_2,45.6397911065202,-73.8515288615963,13
4_2,45.6383634127506,-73.8505450572827,14
4_2,45.6371894984854,-73.8489600094098,15
4_2,45.6361443389479,-73.8464522924568,16
4_2,45.6356583542292,-73.843499154873,17
4_2,45.6360297746069,-73.8335478331048,18
4_2,45.6370991189797,-73.8050909844159,19
4_2,45.6368995282958,-73.8023192714235,20
4_2,45.6362761185553,-73.7998659912036,21
4_2,45.6344962296449,-73.7957392105248,22
4_2,45.6289407872403,-73.7829232947381,23
4_2,45.6267266769522,-73.7682279100979,24
4_2,45.6262180443184,-73.766404397785,25
4_2,45.6254300538811,-73.7647463211559,26
4_2,45.6242821725032,-73.7630609594108,27
4_2,45.6037573160032,-73.742659032281,28
4_2,45.5820432842629,-73.721062756563,29
4_2,45.5809021907272,-73.7201869107315,30
4_2,45.5730541369988,-73.7162740692543,31
4_2,45.5602790272218,-73.7101020898893,32
4_2,45.5583286786478,-73.7088523385333,33
4_2,45.5493091293399,-73.7005968059575,34
4_2,45.5454191252322,-73.6969844374279,35
4_2,45.5440903869222,-73.6952253934042,36
4_2,45.5428534640477,-73.6923654670777,37
4_2,45.5402419364859,-73.6769009374472,38
4_2,45.5370481826374,-73.6580302394954,39
4_2,45.5372627390072,-73.6590423813223,40
4_2,45.5368602600275,-73.6572742639546,41
4_2,45.5363157923464,-73.654020504936,42
4_2,45.5358976476003,-73.6504342421892,43
4_2,45.5314844387945,-73.6237794274432,44
4_3,45.4947620353203,-73.570805750666,1
4_3,45.4895385185912,-73.5776053454072,2
4_3,45.4836292963897,-73.5862958994159,3
4_3,45.4800794845254,-73.5919570506045,4
4_3,45.4776914284025,-73.5961613442898,5
4_3,45.4768263614733,-73.5975924222524,6
4_3,45.4759070859496,-73.5992535889025,7
4_3,45.4737620423281,-73.6030995911778,8
4_3,45.4536719903492,-73.6417387653488,9
4_3,45.4525174026753,-73.6439604846625,10
4_3,45.451452297811,-73.6465403212521,11
4_3,45.4510901644689,-73.6482397619826,12
4_3,45.4509882388794,-73.650489615884,13
4_3,45.4511928488723,-73.6522672505832,14
4_3,45.4518565604055,-73.6538927282654,15
4_3,45.4528356995642,-73.6551483403694,16
4_3,45.4538788269734,-73.6556626178495,17
4_3,45.456460900192,-73.6560277302738,18
4_3,45.4679069606615,-73.656046517128,19
4_3,45.4727391275568,-73.65605985192,20
4_3,45.4847160798819,-73.6560673332167,21
4_3,45.4857510036009,-73.655993435123,22
4_3,45.4866692442347,-73.6557017340703,23
4_3,45.4878940212597,-73.6549759003018,24
4_3,45.4906778903374,-73.652488752754,25
4_3,45.4928220424031,-73.6505881972964,26
4_3,45.5077403118198,-73.6372032684862,27
4_3,45.5156942907397,-73.6300421206268,28
4_3,45.5166674942636,-73.6288283962195,29
4_3,45.5188224164188,-73.6249548740665,30
4_3,45.5197775964807,-73.6237153546269,31
4_3,45.5256048722956,-73.6187098730115,32
4_3,45.5274962088446,-73.6170879848022,33
4_3,45.5283152704803,-73.6168848475988,34
4_3,45.5294846781542,-73.617258543614,35
4_3,45.5302846757292,-73.618092383413,36
4_3,45.5306795271333,-73.6191302381519,37
4_3,45.5314844387945,-73.6237794274432,38
4_3,45.5358976476003,-73.6504342421892,39
4_3,45.5363157923464,-73.654020504936,40
4_3,45.5368602600275,-73.6572742639546,41
4_3,45.5370481826374,-73.6580302394954,42
4_3,45.5402419364859,-73.6769009374472,43
4_3,45.5428534640477,-73.6923654670777,44
4_3,45.5440903869222,-73.6952253934042,45
4_3,45.5454191252322,-73.6969844374279,46
4_3,45.5493091293399,-73.7005968059575,47
4_3,45.5583286786478,-73.7088523385333,48
4_3,45.5602790272218,-73.7101020898893,49
4_3,45.5730541369988,-73.7162740692543,50
4_3,45.5809021907272,-73.7201869107315,51
4_3,45.5820432842629,-73.721062756563,52
4_3,45.6037573160032,-73.742659032281,53
4_3,45.6242821725032,-73.7630609594108,54
4_3,45.6254300538811,-73.7647463211559,55
4_3,45.6262180443184,-73.766404397785,56
4_3,45.6267266769522,-73.7682279100979,57
4_3,45.6289407872403,-73.7829232947381,58
4_3,45.6344962296449,-73.7957392105248,59
4_3,45.6362761185553,-73.7998659912036,60
4_3,45.6368995282958,-73.8023192714235,61
4_3,45.6370991189797,-73.8050909844159,62
4_3,45.6360297746069,-73.8335478331048,63
4_3,45.6356583542292,-73.843499154873,64
4_3,45.6361443389479,-73.8464522924568,65
4_3,45.6371894984854,-73.8489600094098,66
4_3,45.6383634127506,-73.8505450572827,67
4_3,45.6397911065202,-73.8515288615963,68
4_3,45.6411220666821,-73.8517809160407,69
4_3,45.6424451736339,-73.8516609139792,70
4_3,45.6437250648709,-73.850963351461,71
4_3,45.6451964247576,-73.8494459019722,72
4_3,45.6468636161185,-73.8456588056754,73
4_3,45.647868397717,-73.8436764140696,74
4_3,45.6490147317161,-73.8424902572687,75
4_3,45.6503940052267,-73.8416390488769,76
4_3,45.6517713951115,-73.8414164763699,77
4_3,45.6535692748196,-73.8420047867091,78
4_3,45.6557232169522,-73.8438784350553,79
4_3,45.672417585119,-73.8661597194296,80
4_4,45.672417585119,-73.8661597194296,1
4_4,45.6557232169522,-73.8438784350553,2
4_4,45.6535692748196,-73.8420047867091,3
4_4,45.6517713951115,-73.8414164763699,4
4_4,45.6503940052267,-73.8416390488769,5
4_4,45.6490147317161,-73.8424902572687,6
4_4,45.647868397717,-73.8436764140696,7
4_4,45.6468636161185,-73.8456588056754,8
4_4,45.6451964247576,-73.8494459019722,9
4_4,45.6437250648709,-73.850963351461,10
4_4,45.6424451736339,-73.8516609139792,11
4_4,45.6411220666821,-73.8517809160407,12
4_4,45.6397911065202,-73.8515288615963,13
4_4,45.6383634127506,-73.8505450572827,14
4_4,45.6371894984854,-73.8489600094098,15
4_4,45.6361443389479,-73.8464522924568,16
4_4,45.6356583542292,-73.843499154873,17
4_4,45.6360297746069,-73.8335478331048,18
4_4,45.6370991189797,-73.8050909844159,19
4_4,45.6368995282958,-73.8023192714235,20
4_4,45.6362761185553,-73.7998659912036,21
4_4,45.6344962296449,-73.7957392105248,22
4_4,45.6289407872403,-73.7829232947381,23
4_4,45.6267266769522,-73.7682279100979,24
4_4,45.6262180443184,-73.766404397785,25
4_4,45.6254300538811,-73.7647463211559,26
4_4,45.6242821725032,-73.7630609594108,27
4_4,45.6037573160032,-73.742659032281,28
4_4,45.5820432842629,-73.721062756563,29
4_4,45.5809021907272,-73.7201869107315,30
4_4,45.5730541369988,-73.7162740692543,31
4_4,45.5602790272218,-73.7101020898893,32
4_4,45.5583286786478,-73.7088523385333,33
4_4,45.5493091293399,-73.7005968059575,34
4_4,45.5454191252322,-73.6969844374279,35
4_4,45.5440903869222,-73.6952253934042,36
4_4,45.5428534640477,-73.6923654670777,37
4_4,45.5402419364859,-73.6769009374472,38
4_4,45.5370481826374,-73.6580302394954,39
4_4,45.5372627390072,-73.6590423813223,40
4_4,45.5368602600275,-73.6572742639546,41
4_4,45.5363157923464,-73.654020504936,42
4_4,45.5358976476003,-73.6504342421892,43
4_4,45.5314844387945,-73.6237794274432,44
4_4,45.5306795271333,-73.6191302381519,45
4_4,45.5302846757292,-73.618092383413,46
4_4,45.5294846781542,-73.617258543614,47
4_4,45.5283152704803,-73.6168848475988,48
4_4,45.5274962088446,-73.6170879848022,49
4_4,45.5256048722956,-73.6187098730115,50
4_4,45.5197775964807,-73.6237153546269,51
4_4,45.5188224164188,-73.6249548740665,52
4_4,45.5166674942636,-73.6288283962195,53
4_4,45.5156942907397,-73.6300421206268,54
4_4,45.5077403118198,-73.6372032684862,55
4_4,45.4928220424031,-73.6505881972964,56
4_4,45.4906778903374,-73.652488752754,57
4_4,45.4878940212597,-73.6549759003018,58
4_4,45.4866692442347,-73.6557017340703,59
4_4,45.4857510036009,-73.655993435123,60
4_4,45.4847160798819,-73.6560673332167,61
4_4,45.4727391275568,-73.65605985192,62
4_4,45.4679069606615,-73.656046517128,63
4_4,45.456460900192,-73.6560277302738,64
4_4,45.4538788269734,-73.6556626178495,65
4_4,45.4528356995642,-73.6551483403694,66
4_4,45.4518565604055,-73.6538927282654,67
4_4,45.4511928488723,-73.6522672505832,68
4_4,45.4509882388794,-73.650489615884,69
4_4,45.4510901644689,-73.6482397619826,70
4_4,45.451452297811,-73.6465403212521,71
4_4,45.4525174026753,-73.6439604846625,72
4_4,45.4536719903492,-73.6417387653488,73
4_4,45.4737620423281,-73.6030995911778,74
4_4,45.4759070859496,-73.5992535889025,75
4_4,45.4768263614733,-73.5975924222524,76
4_4,45.4776914284025,-73.5961613442898,77
4_4,45.4800794845254,-73.5919570506045,78
4_4,45.4836292963897,-73.5862958994159,79
4_4,45.4895385185912,-73.5776053454072,80
4_4,45.4947620353203,-73.570805750666,81
4_5,45.5314844387945,-73.6237794274432,1
4_5,45.5358976476003,-73.6504342421892,2
4_5,45.5363157923464,-73.654020504936,3
4_5,45.5368602600275,-73.6572742639546,4
4_5,45.5372627390072,-73.6590423813223,5
4_5,45.5370481826374,-73.6580302394954,6
4_5,45.5402419364859,-73.6769009374472,7
4_5,45.5428534640477,-73.6923654670777,8
4_5,45.5440903869222,-73.6952253934042,9
4_5,45.5454191252322,-73.6969844374279,10
4_5,45.5493091293399,-73.7005968059575,11
4_5,45.5583286786478,-73.7088523385333,12
4_5,45.5602790272218,-73.7101020898893,13
4_5,45.5730541369988,-73.7162740692543,14
4_5,45.5809021907272,-73.7201869107315,15
4_5,45.5820432842629,-73.721062756563,16
4_5,45.6037573160032,-73.742659032281,17
4_5,45.6242821725032,-73.7630609594108,18
4_5,45.6254300538811,-73.7647463211559,19
4_5,45.6262180443184,-73.766404397785,20
4_5,45.6267266769522,-73.7682279100979,21
4_5,45.6289407872403,-73.7829232947381,22
4_5,45.6344962296449,-73.7957392105248,23
4_5,45.6362761185553,-73.7998659912036,24
4_5,45.6368995282958,-73.8023192714235,25
4_5,45.6370991189797,-73.8050909844159,26
4_5,45.6360297746069,-73.8335478331048,27
4_6,45.7738876198708,-73.9995343667592,1
4_6,45.7714826453031,-73.9980471051562,2
4_6,45.766507280662,-73.9916902004965,3
4_6,45.7581769778876,-73.9806776305881,4
4_6,45.7336914718827,-73.9479078105702,5
4_6,45.6937309177424,-73.8941872179763,6
4_6,45.672417585119,-73.8661597194296,7
4_6,45.6557232169522,-73.8438784350553,8
4_6,45.6535692748196,-73.8420047867091,9
4_6,45.6517713951115,-73.8414164763699,10
4_6,45.6503940052267,-73.8416390488769,11
4_6,45.6490147317161,-73.8424902572687,12
4_6,45.647868397717,-73.8436764140696,13
4_6,45.6468636161185,-73.8456588056754,14
4_6,45.6451964247576,-73.8494459019722,15
4_6,45.6437250648709,-73.850963351461,16
4_6,45.6424451736339,-73.8516609139792,17
4_6,45.6411220666821,-73.8517809160407,18
4_6,45.6397911065202,-73.8515288615963,19
4_6,45.6383634127506,-73.8505450572827,20
4_6,45.6371894984854,-73.8489600094098,21
4_6,45.6361443389479,-73.8464522924568,22
4_6,45.6356583542292,-73.843499154873,23
4_6,45.6360297746069,-73.8335478331048,24
4_6,45.6370991189797,-73.8050909844159,25
4_6,45.6368995282958,-73.8023192714235,26
4_6,45.6362761185553,-73.7998659912036,27
4_6,45.6344962296449,-73.7957392105248,28
4_6,45.6289407872403,-73.7829232947381,29
4_6,45.6267266769522,-73.7682279100979,30
4_6,45.6262180443184,-73.766404397785,31
4_6,45.6254300538811,-73.7647463211559,32
4_6,45.6242821725032,-73.7630609594108,33
4_6,45.6037573160032,-73.742659032281,34
4_6,45.5820432842629,-73.721062756563,35
4_6,45.5809021907272,-73.7201869107315,36
4_6,45.5730541369988,-73.7162740692543,37
4_6,45.5602790272218,-73.7101020898893,38
4_6,45.5583286786478,-73.7088523385333,39
4_6,45.5493091293399,-73.7005968059575,40
4_6,45.5454191252322,-73.6969844374279,41
4_6,45.5440903869222,-73.6952253934042,42
4_6,45.5428534640477,-73.6923654670777,43
4_6,45.5402419364859,-73.6769009374472,44
4_6,45.5370481826374,-73.6580302394954,45
4_6,45.5372627390072,-73.6590423813223,46
4_6,45.5368602600275,-73.6572742639546,47
4_6,45.5363157923464,-73.654020504936,48
4_6,45.5358976476003,-73.6504342421892,49
4_6,45.5314844387945,-73.6237794274432,50
4_7,45.4947620353203,-73.570805750666,1
4_7,45.4895385185912,-73.5776053454072,2
4_7,45.4867731962734,-73.5816185093149,3
4_7,45.4836292963897,-73.5862958994159,4
4_7,45.4800794845254,-73.5919570506045,5
4_7,45.4776914284025,-73.5961613442898,6
4_7,45.4768263614733,-73.5975924222524,7
4_7,45.4759070859496,-73.5992535889025,8
4_7,45.4737620423281,-73.6030995911778,9
4_7,45.4536719903492,-73.6417387653488,10
4_7,45.4525174026753,-73.6439604846625,11
4_7,45.451452297811,-73.6465403212521,12
4_7,45.4510901644689,-73.6482397619826,13
4_7,45.4509882388794,-73.650489615884,14
4_7,45.4511928488723,-73.6522672505832,15
4_7,45.4518565604055,-73.6538927282654,16
4_7,45.4528356995642,-73.6551483403694,17
4_7,45.4538788269734,-73.6556626178495,18
4_7,45.456460900192,-73.6560277302738,19
4_7,45.4679069606615,-73.656046517128,20
4_7,45.4727391275568,-73.65605985192,21
4_7,45.4847160798819,-73.6560673332167,22
4_7,45.4857510036009,-73.655993435123,23
4_7,45.4866692442347,-73.6557017340703,24
4_7,45.4878940212597,-73.6549759003018,25
4_7,45.4906778903374,-73.652488752754,26
4_7,45.4928220424031,-73.6505881972964,27
4_7,45.5077403118198,-73.6372032684862,28
4_7,45.5156942907397,-73.6300421206268,29
4_7,45.5166674942636,-73.6288283962195,30
4_7,45.5188224164188,-73.6249548740665,31
4_7,45.5197775964807,-73.6237153546269,32
4_7,45.5256048722956,-73.6187098730115,33
4_7,45.5274962088446,-73.6170879848022,34
4_7,45.5283152704803,-73.6168848475988,35
4_7,45.5294846781542,-73.617258543614,36
4_7,45.5302846757292,-73.618092383413,37
4_7,45.5306795271333,-73.6191302381519,38
4_7,45.5314844387945,-73.6237794274432,39
4_7,45.5358976476003,-73.6504342421892,40
4_7,45.5363157923464,-73.654020504936,41
4_7,45.5368602600275,-73.6572742639546,42
4_7,45.5372627390072,-73.6590423813223,43
4_7,45.5370481826374,-73.6580302394954,44
4_7,45.5402419364859,-73.6769009374472,45
4_7,45.5428534640477,-73.6923654670777,46
4_7,45.5440903869222,-73.6952253934042,47
4_7,45.5454191252322,-73.6969844374279,48
4_7,45.5493091293399,-73.7005968059575,49
4_7,45.5583286786478,-73.7088523385333,50
4_7,45.5602790272218,-73.7101020898893,51
4_7,45.5730541369988,-73.7162740692543,52
4_7,45.5809021907272,-73.7201869107315,53
4_7,45.5820432842629,-73.721062756563,54
4_7,45.6037573160032,-73.742659032281,55
4_7,45.6242821725032,-73.7630609594108,56
4_7,45.6254300538811,-73.7647463211559,57
4_7,45.6262180443184,-73.766404397785,58
4_7,45.6267266769522,-73.7682279100979,59
4_7,45.6289407872403,-73.7829232947381,60
4_7,45.6344962296449,-73.7957392105248,61
4_7,45.6362761185553,-73.7998659912036,62
4_7,45.6368995282958,-73.8023192714235,63
4_7,45.6370991189797,-73.8050909844159,64
4_7,45.6360297746069,-73.8335478331048,65
4_7,45.6356583542292,-73.843499154873,66
4_7,45.6361443389479,-73.8464522924568,67
4_7,45.6371894984854,-73.8489600094098,68
4_7,45.6383634127506,-73.8505450572827,69
4_7,45.6397911065202,-73.8515288615963,70
4_7,45.6411220666821,-73.8517809160407,71
4_7,45.6424451736339,-73.8516609139792,72
4_7,45.6437250648709,-73.850963351461,73
4_7,45.6451964247576,-73.8494459019722,74
4_7,45.6468636161185,-73.8456588056754,75
4_7,45.647868397717,-73.8436764140696,76
4_7,45.6490147317161,-73.8424902572687,77
4_7,45.6503940052267,-73.8416390488769,78
4_7,45.6517713951115,-73.8414164763699,79
4_7,45.6535692748196,-73.8420047867091,80
4_7,45.6557232169522,-73.8438784350553,81
4_7,45.672417585119,-73.8661597194296,82
4_7,45.6937309177424,-73.8941872179763,83
4_7,45.7336914718827,-73.9479078105702,84
4_7,45.7581769778876,-73.9806776305881,85
4_7,45.766507280662,-73.9916902004965,86
4_7,45.7714826453031,-73.9980471051562,87
4_7,45.7738876198708,-73.9995343667592,88
4_8,45.7738876198708,-73.9995343667592,1
4_8,45.7714826453031,-73.9980471051562,2
4_8,45.766507280662,-73.9916902004965,3
4_8,45.7581769778876,-73.9806776305881,4
4_8,45.7336914718827,-73.9479078105702,5
4_8,45.6937309177424,-73.8941872179763,6
4_8,45.672417585119,-73.8661597194296,7
4_8,45.6557232169522,-73.8438784350553,8
4_8,45.6535692748196,-73.8420047867091,9
4_8,45.6517713951115,-73.8414164763699,10
4_8,45.6503940052267,-73.8416390488769,11
4_8,45.6490147317161,-73.8424902572687,12
4_8,45.647868397717,-73.8436764140696,13
4_8,45.6468636161185,-73.8456588056754,14
4_8,45.6459658783519,-73.8479368570263,15
4_8,45.6451964247576,-73.8494459019722,16
4_8,45.6437250648709,-73.850963351461,17
4_8,45.6424451736339,-73.8516609139792,18
4_8,45.6411220666821,-73.8517809160407,19
4_8,45.6397911065202,-73.8515288615963,20
4_8,45.6383634127506,-73.8505450572827,21
4_8,45.6371894984854,-73.8489600094098,22
4_8,45.6361443389479,-73.8464522924568,23
4_8,45.6356583542292,-73.843499154873,24
4_8,45.6360297746069,-73.8335478331048,25
4_8,45.6370991189797,-73.8050909844159,26
4_8,45.6368995282958,-73.8023192714235,27
4_8,45.6362761185553,-73.7998659912036,28
4_8,45.6344962296449,-73.7957392105248,29
4_8,45.6289407872403,-73.7829232947381,30
4_8,45.6267266769522,-73.7682279100979,31
4_8,45.6262180443184,-73.766404397785,32
4_8,45.6254300538811,-73.7647463211559,33
4_8,45.6242821725032,-73.7630609594108,34
4_8,45.6037573160032,-73.742659032281,35
4_8,45.5820432842629,-73.721062756563,36
4_8,45.5809021907272,-73.7201869107315,37
4_8,45.5730541369988,-73.7162740692543,38
4_8,45.5602790272218,-73.7101020898893,39
4_8,45.5583286786478,-73.7088523385333,40
4_8,45.5493091293399,-73.7005968059575,41
4_8,45.5454191252322,-73.6969844374279,42
4_8,45.5440903869222,-73.6952253934042,43
4_8,45.5428534640477,-73.6923654670777,44
4_8,45.5402419364859,-73.6769009374472,45
4_8,45.5370481826374,-73.6580302394954,46
4_8,45.5372627390072,-73.6590423813223,47
4_8,45.5368602600275,-73.6572742639546,48
4_8,45.5363157923464,-73.654020504936,49
4_8,45.5358976476003,-73.6504342421892,50
4_8,45.5314844387945,-73.6237794274432,51
4_8,45.5306795271333,-73.6191302381519,52
4_8,45.5302846757292,-73.618092383413,53
4_8,45.5294846781542,-73.617258543614,54
4_8,45.5283152704803,-73.6168848475988,55
4_8,45.5274962088446,-73.6170879848022,56
4_8,45.5256048722956,-73.6187098730115,57
4_8,45.5197775964807,-73.6237153546269,58
4_8,45.5188224164188,-73.6249548740665,59
4_8,45.5166674942636,-73.6288283962195,60
4_8,45.5156942907397,-73.6300421206268,61
4_8,45.5077403118198,-73.6372032684862,62
4_8,45.4928220424031,-73.6505881972964,63
4_8,45.4906778903374,-73.652488752754,64
4_8,45.4878940212597,-73.6549759003018,65
4_8,45.4866692442347,-73.6557017340703,66
4_8,45.4857510036009,-73.655993435123,67
4_8,45.4847160798819,-73.6560673332167,68
4_8,45.4727391275568,-73.65605985192,69
4_8,45.4679069606615,-73.656046517128,70
4_8,45.456460900192,-73.6560277302738,71
4_8,45.4538788269734,-73.6556626178495,72
4_8,45.4528356995642,-73.6551483403694,73
4_8,45.4518565604055,-73.6538927282654,74
4_8,45.4511928488723,-73.6522672505832,75
4_8,45.4509882388794,-73.650489615884,76
4_8,45.4510901644689,-73.6482397619826,77
4_8,45.451452297811,-73.6465403212521,78
4_8,45.4525174026753,-73.6439604846625,79
4_8,45.4536719903492,-73.6417387653488,80
4_8,45.4737620423281,-73.6030995911778,81
4_8,45.4759070859496,-73.5992535889025,82
4_8,45.4768263614733,-73.5975924222524,83
4_8,45.4776914284025,-73.5961613442898,84
4_8,45.4800794845254,-73.5919570506045,85
4_8,45.4836292963897,-73.5862958994159,86
4_8,45.4895385185912,-73.5776053454072,87
4_8,45.4947620353203,-73.570805750666,88
5_1,45.4947620353203,-73.570805750666,1
5_1,45.4895385185912,-73.5776053454072,2
5_1,45.4836292963897,-73.5862958994159,3
5_1,45.4800794845254,-73.5919570506045,4
5_1,45.4776914284025,-73.5961613442898,5
5_1,45.4768263614733,-73.5975924222524,6
5_1,45.4759070859496,-73.5992535889025,7
5_1,45.4737620423281,-73.6030995911778,8
5_1,45.4536719903492,-73.6417387653488,9
5_1,45.4522018101439,-73.6444710838341,10
5_1,45.4515073680928,-73.6456966607846,11
5_1,45.4509473466549,-73.6473444540455,12
5_1,45.4507205951751,-73.648724613111,13
5_1,45.4505805768953,-73.6525468661749,14
5_1,45.4500294206348,-73.6542201579662,15
5_1,45.4493171377773,-73.6552537532971,16
5_1,45.4487856879656,-73.6556486080122,17
5_1,45.4481375008203,-73.6558641555726,18
5_1,45.4472734543456,-73.6560023992787,19
5_1,45.4428643171046,-73.6559007664623,20
5_1,45.4341896943167,-73.6559280038424,21
5_1,45.4284756925731,-73.6558739314114,22
5_1,45.4276566182899,-73.6560250311742,23
5_1,45.4252077082655,-73.6569767067354,24
5_1,45.4232898788107,-73.6578019957723,25
5_1,45.4136197010628,-73.6618890449392,26
5_1,45.4094349454555,-73.6621836995628,27
5_1,45.4075462467112,-73.6614756709943,28
5_1,45.4061623230059,-73.660155937822,29
5_1,45.4053450079126,-73.6590422487115,30
5_1,45.4048421005966,-73.6583126987484,31
5_1,45.4045370862016,-73.6576348091157,32
5_1,45.395047337848,-73.6334945894665,33
5_1,45.3820335001678,-73.6000979691623,34
5_1,45.3812074222124,-73.5980279268268,35
5_1,45.3778420129796,-73.5868115587009,36
5_1,45.3748543211435,-73.574256425638,37
5_1,45.3733196260365,-73.5677048098747,38
5_1,45.3678956893251,-73.5448981817255,39
5_1,45.3606506438308,-73.5147939581491,40
5_2,45.3606506438308,-73.5147939581491,1
5_2,45.3678956893251,-73.5448981817255,2
5_2,45.3733196260365,-73.5677048098747,3
5_2,45.3748543211435,-73.574256425638,4
5_2,45.3778420129796,-73.5868115587009,5
5_2,45.3812074222124,-73.5980279268268,6
5_2,45.3820335001678,-73.6000979691623,7
5_2,45.395047337848,-73.6334945894665,8
5_2,45.4045370862016,-73.6576348091157,9
5_2,45.4048421005966,-73.6583126987484,10
5_2,45.4053450079126,-73.6590422487115,11
5_2,45.4061623230059,-73.660155937822,12
5_2,45.4075462467112,-73.6614756709943,13
5_2,45.4094349454555,-73.6621836995628,14
5_2,45.4136197010628,-73.6618890449392,15
5_2,45.4232898788107,-73.6578019957723,16
5_2,45.4252077082655,-73.6569767067354,17
5_2,45.4276566182899,-73.6560250311742,18
5_2,45.4284756925731,-73.6558739314114,19
5_2,45.4341896943167,-73.6559280038424,20
5_2,45.4428643171046,-73.6559007664623,21
5_2,45.4472734543456,-73.6560023992787,22
5_2,45.4481375008203,-73.6558641555726,23
5_2,45.4487856879656,-73.6556486080122,24
5_2,45.4493171377773,-73.6552537532971,25
5_2,45.4500294206348,-73.6542201579662,26
5_2,45.4505805768953,-73.6525468661749,27
5_2,45.4507205951751,-73.648724613111,28
5_2,45.4509473466549,-73.6473444540455,29
5_2,45.4515073680928,-73.6456966607846,30
5_2,45.4522018101439,-73.6444710838341,31
5_2,45.4536719903492,-73.6417387653488,32
5_2,45.4737620423281,-73.6030995911778,33
5_2,45.4759070859496,-73.5992535889025,34
5_2,45.4768263614733,-73.5975924222524,35
5_2,45.4776914284025,-73.5961613442898,36
5_2,45.4800794845254,-73.5919570506045,37
5_2,45.4836292963897,-73.5862958994159,38
5_2,45.4895385185912,-73.5776053454072,39
5_2,45.4947620353203,-73.570805750666,40
